,id,naturalness,next,final
644,238_0,natural,"[0.1962793469429016, 0.8335059285163879, 0.774286150932312, 0.5272015929222107, 0.7595639824867249, 0.873786211013794, 0.9230484962463379, 0.9432094097137451, 0.959492027759552, 0.9771658182144165, 0.9866846203804016, 0.9908816814422607, 0.9942378997802734, 0.9952710866928101, 0.995805561542511, 0.9960330724716187]","[0.07859796285629272, 0.18557143211364746, 0.1904885172843933, 0.31649428606033325, 0.669198751449585, 0.7000072598457336, 0.7494440078735352, 0.8239555358886719, 0.8565042614936829, 0.8710687160491943, 0.9043312668800354, 0.930029571056366, 0.9535009264945984, 0.9713075757026672, 0.9863733053207397, 0.9960330724716187]"
641,237_3,natural,"[0.22882592678070068, 0.7170860767364502, 0.7697445154190063, 0.7619526386260986, 0.851966381072998, 0.8894248604774475, 0.9563605189323425, 0.9675489664077759, 0.9812862873077393, 0.985763669013977, 0.9897068738937378, 0.9874105453491211, 0.9829208850860596, 0.9968066215515137, 0.9976489543914795, 0.9978402853012085]","[0.09071016311645508, 0.30593347549438477, 0.40663325786590576, 0.48128658533096313, 0.6692893505096436, 0.7108361124992371, 0.8331419229507446, 0.8348402976989746, 0.8728362321853638, 0.8917874097824097, 0.9222670793533325, 0.9468238353729248, 0.9539564847946167, 0.9825478792190552, 0.992216944694519, 0.9978402853012085]"
640,237_1,natural,"[0.22630655765533447, 0.8012360334396362, 0.778012752532959, 0.8528438210487366, 0.8948434591293335, 0.8870399594306946, 0.9588229656219482, 0.9376603960990906, 0.9601899981498718, 0.9867174029350281, 0.9814265966415405, 0.9912291765213013, 0.9934446811676025, 0.9960453510284424, 0.9967831373214722, 0.9954878091812134]","[0.08216017484664917, 0.3268016576766968, 0.4144933223724365, 0.5549740791320801, 0.6651210784912109, 0.623706042766571, 0.7390156984329224, 0.7522909641265869, 0.8298193216323853, 0.8953424096107483, 0.9144694805145264, 0.9314334392547607, 0.95596843957901, 0.9747252464294434, 0.9876077175140381, 0.9954878091812134]"
639,236_6,natural,"[0.21945255994796753, 0.7013006210327148, 0.7986411452293396, 0.8467915654182434, 0.9074563980102539, 0.9563726186752319, 0.963245153427124, 0.9681302309036255, 0.9714948534965515, 0.9762372970581055, 0.9826765656471252, 0.9852396249771118, 0.9904166460037231, 0.9950649738311768, 0.9969961643218994, 0.9965133666992188]","[0.11015403270721436, 0.4210837483406067, 0.66168612241745, 0.6483573913574219, 0.7711517810821533, 0.8302990794181824, 0.834980309009552, 0.8565751314163208, 0.8666483163833618, 0.9066218137741089, 0.9403526782989502, 0.9583874940872192, 0.9691237211227417, 0.9800229072570801, 0.9905413389205933, 0.9965133666992188]"
638,236_2,natural,"[0.24637508392333984, 0.6329584717750549, 0.7590916156768799, 0.8835161328315735, 0.8841882944107056, 0.8286821842193604, 0.9050436615943909, 0.9310054779052734, 0.9595961570739746, 0.9708366394042969, 0.9796149730682373, 0.9904782772064209, 0.9940593838691711, 0.9972000122070312, 0.9958056211471558, 0.9977676868438721]","[0.07551401853561401, 0.1633777618408203, 0.46966779232025146, 0.6416621208190918, 0.6577370166778564, 0.659221887588501, 0.7913143634796143, 0.857528030872345, 0.8721208572387695, 0.9228750467300415, 0.9338675141334534, 0.961612343788147, 0.9757561087608337, 0.9851057529449463, 0.9910391569137573, 0.9977676868438721]"
636,235_5,natural,"[0.06295585632324219, 0.6692586541175842, 0.8023340702056885, 0.8588412404060364, 0.9373027086257935, 0.8927313089370728, 0.9524959325790405, 0.9388476014137268, 0.9457868933677673, 0.9830623865127563, 0.9909939765930176, 0.9935316443443298, 0.9945333003997803, 0.9921465516090393, 0.9938806891441345, 0.9940256476402283]","[-0.01056826114654541, 0.33876949548721313, 0.41916632652282715, 0.54634690284729, 0.6876448392868042, 0.71088045835495, 0.777064323425293, 0.7497736215591431, 0.7816792726516724, 0.847237229347229, 0.8805654048919678, 0.909048855304718, 0.934506893157959, 0.9571924209594727, 0.9791406989097595, 0.9940256476402283]"
635,235_1,natural,"[0.10197299718856812, 0.8611406087875366, 0.8431506156921387, 0.8889535665512085, 0.9588598012924194, 0.9578026533126831, 0.953059196472168, 0.9706273674964905, 0.9693834185600281, 0.9846659302711487, 0.9856190085411072, 0.9894670844078064, 0.992678165435791, 0.9953626394271851, 0.9950246810913086, 0.9952214956283569]","[0.01241159439086914, 0.3568006157875061, 0.46631526947021484, 0.5161848068237305, 0.6197062134742737, 0.6746510863304138, 0.7484914660453796, 0.7997152805328369, 0.8157734274864197, 0.863018274307251, 0.8851503133773804, 0.9160448312759399, 0.9432209730148315, 0.966842770576477, 0.9828246831893921, 0.9952214956283569]"
634,234_4,natural,"[0.3590845465660095, 0.7545364499092102, 0.65593421459198, 0.6576741933822632, 0.84425288438797, 0.8907346725463867, 0.8715951442718506, 0.9221229553222656, 0.9710821509361267, 0.97607421875, 0.9811999201774597, 0.9821783304214478, 0.986765444278717, 0.9955430030822754, 0.9964132308959961, 0.995758056640625]","[0.08502751588821411, 0.22508549690246582, 0.29372459650039673, 0.4846459627151489, 0.5906345844268799, 0.6934812068939209, 0.7025437355041504, 0.8018004298210144, 0.8630807995796204, 0.8888719081878662, 0.9057585000991821, 0.9291895627975464, 0.958967924118042, 0.9785516262054443, 0.9875349402427673, 0.995758056640625]"
632,233_6,natural,"[0.2448928952217102, 0.586638331413269, 0.7775589823722839, 0.8669476509094238, 0.9189903140068054, 0.9374167919158936, 0.9256241321563721, 0.9609405398368835, 0.9666319489479065, 0.9765385985374451, 0.9845811128616333, 0.9889678359031677, 0.9928406476974487, 0.9939737319946289, 0.9964048862457275, 0.9939520359039307]","[0.07096695899963379, 0.24764913320541382, 0.4635859727859497, 0.5438435077667236, 0.5943145155906677, 0.6700989007949829, 0.711952269077301, 0.7831079959869385, 0.8339767456054688, 0.8889577388763428, 0.9233430027961731, 0.9527080655097961, 0.9678157567977905, 0.9771115779876709, 0.9847049713134766, 0.9939520359039307]"
629,232_6,natural,"[0.27651846408843994, 0.6239798665046692, 0.7327684164047241, 0.7602815628051758, 0.8018665909767151, 0.7089484930038452, 0.8185789585113525, 0.8871750831604004, 0.9373891353607178, 0.9617903232574463, 0.9658237099647522, 0.9759074449539185, 0.9577135443687439, 0.972403883934021, 0.9733930826187134, 0.9945106506347656]","[0.02736431360244751, 0.15172350406646729, 0.2668796181678772, 0.33986830711364746, 0.46179354190826416, 0.4763784408569336, 0.5653079748153687, 0.6694463491439819, 0.7548190951347351, 0.8206884264945984, 0.8498717546463013, 0.8618016242980957, 0.9011785984039307, 0.9220736026763916, 0.962801992893219, 0.9945106506347656]"
627,231_5,natural,"[0.1137813925743103, 0.7719486951828003, 0.7465682029724121, 0.77894127368927, 0.8441610336303711, 0.8408925533294678, 0.9180402755737305, 0.9415874481201172, 0.9330263137817383, 0.952927827835083, 0.9668726921081543, 0.9740790128707886, 0.9881276488304138, 0.9901093244552612, 0.992820143699646, 0.9959170818328857]","[0.04069697856903076, 0.3439527153968811, 0.39703452587127686, 0.5030277967453003, 0.6232044100761414, 0.6238760948181152, 0.758700966835022, 0.8122856616973877, 0.8334023952484131, 0.8633288145065308, 0.8785982131958008, 0.9309347867965698, 0.9482890367507935, 0.9666376709938049, 0.9862134456634521, 0.9959170818328857]"
626,231_0,natural,"[0.13254928588867188, 0.6432205438613892, 0.7069333791732788, 0.8979021310806274, 0.9405750632286072, 0.9551024436950684, 0.9674732685089111, 0.9702433347702026, 0.9761533141136169, 0.9808475375175476, 0.985146701335907, 0.9919388294219971, 0.9877912998199463, 0.996597170829773, 0.9974648356437683, 0.9951156377792358]","[0.010525286197662354, 0.33057546615600586, 0.4638795256614685, 0.7080149054527283, 0.7894718647003174, 0.8255116939544678, 0.870593786239624, 0.8938515782356262, 0.9048333168029785, 0.9193911552429199, 0.9327305555343628, 0.9544612169265747, 0.9655028581619263, 0.9820898175239563, 0.988396942615509, 0.9951156377792358]"
624,230_0,natural,"[0.21034276485443115, 0.7609007358551025, 0.7770541906356812, 0.8299180865287781, 0.8409885168075562, 0.7571350336074829, 0.8035109043121338, 0.8303844332695007, 0.9580017924308777, 0.9839441776275635, 0.9887634515762329, 0.9911389946937561, 0.9896668195724487, 0.9926554560661316, 0.9966979622840881, 0.9959964156150818]","[0.11693781614303589, 0.14526915550231934, 0.2725376486778259, 0.386532187461853, 0.5425702333450317, 0.5773988962173462, 0.709758460521698, 0.6897678375244141, 0.8629025816917419, 0.8911623358726501, 0.9051966071128845, 0.9237600564956665, 0.9526402354240417, 0.9732596278190613, 0.9882380366325378, 0.9959964156150818]"
578,214_3,natural,"[0.2259136438369751, 0.8111716508865356, 0.6103821992874146, 0.8419193029403687, 0.8943876028060913, 0.9003465175628662, 0.9444968700408936, 0.9535577297210693, 0.9592370390892029, 0.9641541242599487, 0.9833336472511292, 0.9899836778640747, 0.9934130907058716, 0.9957292079925537, 0.9975866675376892, 0.9974422454833984]","[0.03892737627029419, 0.22910022735595703, 0.2990448474884033, 0.6075260639190674, 0.6823009252548218, 0.6972579956054688, 0.7852974534034729, 0.8377680778503418, 0.8531665802001953, 0.899280309677124, 0.9354915618896484, 0.9589480757713318, 0.9715784192085266, 0.9841200113296509, 0.9928432106971741, 0.9974422454833984]"
577,214_0,natural,"[0.26605498790740967, 0.5617687106132507, 0.7527668476104736, 0.8804292678833008, 0.9355790615081787, 0.9349597096443176, 0.9609863758087158, 0.9680997133255005, 0.9701749086380005, 0.9741376638412476, 0.9851558804512024, 0.9914735555648804, 0.995559811592102, 0.9945448040962219, 0.9958439469337463, 0.9965893626213074]","[0.05396592617034912, 0.2831495404243469, 0.5134061574935913, 0.6262072324752808, 0.6728711128234863, 0.7134137749671936, 0.7653816938400269, 0.7740863561630249, 0.8256659507751465, 0.8877084255218506, 0.9360072016716003, 0.9613442420959473, 0.9667785167694092, 0.9739330410957336, 0.9874720573425293, 0.9965893626213074]"
575,213_0,natural,"[0.31610244512557983, 0.5379552841186523, 0.763513445854187, 0.9188027381896973, 0.9136465787887573, 0.9505670666694641, 0.9687361717224121, 0.9502214193344116, 0.9773527979850769, 0.9880223274230957, 0.9953780174255371, 0.9957558512687683, 0.9975371360778809, 0.9986267685890198, 0.9988418817520142, 0.997734785079956]","[0.08379620313644409, 0.28935706615448, 0.5047867298126221, 0.6723978519439697, 0.7751342058181763, 0.8380100727081299, 0.8612958192825317, 0.9060157537460327, 0.9534362554550171, 0.9643214344978333, 0.9730480313301086, 0.9832425713539124, 0.989214301109314, 0.9938594698905945, 0.9968472719192505, 0.997734785079956]"
574,212_2,natural,"[0.29289495944976807, 0.8238718509674072, 0.7325188517570496, 0.6751341819763184, 0.8070459365844727, 0.8472309112548828, 0.8560492396354675, 0.8948725461959839, 0.891241192817688, 0.9213649034500122, 0.94513338804245, 0.9375166893005371, 0.9798116683959961, 0.9913555383682251, 0.9895305633544922, 0.9908016920089722]","[0.06050467491149902, 0.0867796540260315, 0.22811120748519897, 0.37449103593826294, 0.5188713073730469, 0.6190690994262695, 0.6676651239395142, 0.7574571371078491, 0.8018602132797241, 0.801905632019043, 0.881981372833252, 0.8999323844909668, 0.9340319633483887, 0.963937520980835, 0.9744960069656372, 0.9908016920089722]"
505,184_7,natural,"[0.23797088861465454, 0.6342164278030396, 0.7446343898773193, 0.7586861252784729, 0.893592357635498, 0.9503974914550781, 0.9448785781860352, 0.9597073197364807, 0.9593246579170227, 0.9725602269172668, 0.9803884029388428, 0.9826253056526184, 0.9898816347122192, 0.9964389801025391, 0.99561607837677, 0.9974755048751831]","[0.041503965854644775, 0.16120916604995728, 0.4143325090408325, 0.4531117081642151, 0.6487022638320923, 0.7625739574432373, 0.8068137764930725, 0.8572110533714294, 0.8698379993438721, 0.9198017120361328, 0.9506593346595764, 0.9568849205970764, 0.9731075167655945, 0.983773946762085, 0.989622950553894, 0.9974755048751831]"
504,184_5,natural,"[0.3198971748352051, 0.4880397319793701, 0.7319788932800293, 0.773283839225769, 0.8971128463745117, 0.9423181414604187, 0.956309974193573, 0.9848591089248657, 0.9903841018676758, 0.9899473786354065, 0.9928187727928162, 0.9946951270103455, 0.9961467981338501, 0.9980902075767517, 0.9986473321914673, 0.9987448453903198]","[0.024089932441711426, 0.07549524307250977, 0.519495964050293, 0.5652061700820923, 0.7493942379951477, 0.8032948970794678, 0.8685069680213928, 0.9143586158752441, 0.9297898411750793, 0.9481403827667236, 0.9646908640861511, 0.9771586656570435, 0.9844185709953308, 0.9910024404525757, 0.9958192110061646, 0.9987448453903198]"
503,183_8,natural,"[0.2616081237792969, 0.8377568125724792, 0.6895201206207275, 0.8168520927429199, 0.8840291500091553, 0.9106632471084595, 0.9234611392021179, 0.9606839418411255, 0.9663858413696289, 0.988121747970581, 0.99384605884552, 0.9956920146942139, 0.9933907985687256, 0.9927802085876465, 0.9957774877548218, 0.9964216947555542]","[0.03254294395446777, 0.2931307554244995, 0.3668137788772583, 0.44960248470306396, 0.6241313219070435, 0.6799104809761047, 0.7500409483909607, 0.8463321924209595, 0.9064532518386841, 0.9064644575119019, 0.9175841212272644, 0.9281398057937622, 0.9466614723205566, 0.9681527018547058, 0.9870368242263794, 0.9964216947555542]"
502,183_6,natural,"[0.15734106302261353, 0.5954442024230957, 0.7750259637832642, 0.854386568069458, 0.861241340637207, 0.930541455745697, 0.9651196002960205, 0.9769390225410461, 0.9774486422538757, 0.9854229688644409, 0.9855000972747803, 0.99712735414505, 0.9977427124977112, 0.9978877305984497, 0.9956475496292114, 0.9971538782119751]","[0.07309556007385254, 0.44169288873672485, 0.6749009490013123, 0.7582148313522339, 0.7534192204475403, 0.8664851188659668, 0.9039977788925171, 0.9341402649879456, 0.941687822341919, 0.960889995098114, 0.9691680669784546, 0.979541540145874, 0.9813060164451599, 0.98288494348526, 0.9879788160324097, 0.9971538782119751]"
501,183_4,natural,"[0.15936410427093506, 0.6632917523384094, 0.7751724720001221, 0.9520535469055176, 0.9709431529045105, 0.94887775182724, 0.9697510004043579, 0.9849022030830383, 0.9967572093009949, 0.9977707862854004, 0.9982067346572876, 0.9989252090454102, 0.9992302656173706, 0.9995021820068359, 0.9994914531707764, 0.9993563890457153]","[0.05413651466369629, 0.5024290084838867, 0.671105146408081, 0.8456753492355347, 0.873876690864563, 0.8725287318229675, 0.9314333200454712, 0.9577537775039673, 0.9733297228813171, 0.980143666267395, 0.9862586855888367, 0.9911457896232605, 0.9940385818481445, 0.9964433908462524, 0.9981012344360352, 0.9993563890457153]"
500,183_0,natural,"[0.31069719791412354, 0.6688524484634399, 0.613091230392456, 0.7170776724815369, 0.9401354193687439, 0.9198934435844421, 0.9402467608451843, 0.9616858959197998, 0.979781448841095, 0.9776695370674133, 0.9879995584487915, 0.9926941990852356, 0.9969456195831299, 0.9983794689178467, 0.9985849261283875, 0.9983875751495361]","[0.07315236330032349, 0.1750413179397583, 0.431010365486145, 0.5526190996170044, 0.7675267457962036, 0.7995650172233582, 0.8398418426513672, 0.867233157157898, 0.9143207669258118, 0.9289339780807495, 0.9546392560005188, 0.9748317003250122, 0.9851226806640625, 0.9910563826560974, 0.994900643825531, 0.9983875751495361]"
499,182_8,natural,"[0.3100869655609131, 0.7020251750946045, 0.561429500579834, 0.8331095576286316, 0.8933956623077393, 0.9392765760421753, 0.9549350738525391, 0.9764750599861145, 0.9705426692962646, 0.9782167077064514, 0.988693356513977, 0.9931930303573608, 0.9950165748596191, 0.9977856874465942, 0.9987359642982483, 0.9991015195846558]","[0.07112503051757812, 0.1615985631942749, 0.219696044921875, 0.5872315764427185, 0.7138129472732544, 0.8299367427825928, 0.833005428314209, 0.8913113474845886, 0.9225110411643982, 0.9638275504112244, 0.9756486415863037, 0.9805251359939575, 0.9900436401367188, 0.9944353699684143, 0.9976444840431213, 0.9991015195846558]"
498,182_1,natural,"[0.2828660011291504, 0.8059898614883423, 0.4860358238220215, 0.7055186629295349, 0.8561142683029175, 0.9548552632331848, 0.9429613351821899, 0.9584210515022278, 0.973289966583252, 0.9807056784629822, 0.9899075031280518, 0.9872114658355713, 0.9900810122489929, 0.9974008798599243, 0.9957924485206604, 0.998757541179657]","[0.046297430992126465, 0.11897140741348267, 0.16695553064346313, 0.4112194776535034, 0.6311159133911133, 0.7904974222183228, 0.82551509141922, 0.8979384899139404, 0.91169273853302, 0.941312313079834, 0.9591783881187439, 0.9723959565162659, 0.9790935516357422, 0.9857733845710754, 0.9924111366271973, 0.998757541179657]"
494,180_6,natural,"[0.23430323600769043, 0.6860659718513489, 0.8923163414001465, 0.8812925815582275, 0.9174948334693909, 0.9717696905136108, 0.983814001083374, 0.9794057607650757, 0.966407835483551, 0.9895901083946228, 0.9886889457702637, 0.9950152039527893, 0.9960725903511047, 0.9967170357704163, 0.9958469867706299, 0.995567798614502]","[0.13851439952850342, 0.4235715866088867, 0.6315910816192627, 0.6774598360061646, 0.7464165687561035, 0.8107309937477112, 0.8275644779205322, 0.8495230674743652, 0.8807318806648254, 0.9090556502342224, 0.9294628500938416, 0.9532930254936218, 0.9677501916885376, 0.9762585163116455, 0.9856829643249512, 0.995567798614502]"
493,180_4,natural,"[0.2049710750579834, 0.672425389289856, 0.7865716814994812, 0.8318334817886353, 0.8783882856369019, 0.9243637323379517, 0.9522380828857422, 0.9697635173797607, 0.9757323265075684, 0.9807363748550415, 0.9904801845550537, 0.9937154054641724, 0.9963430762290955, 0.9970778822898865, 0.9978822469711304, 0.9972258806228638]","[0.08276224136352539, 0.2281603217124939, 0.4101138114929199, 0.5509196519851685, 0.5777215957641602, 0.6606550216674805, 0.7723419666290283, 0.8486158847808838, 0.885594367980957, 0.9096497297286987, 0.9325674772262573, 0.9591103792190552, 0.9744757413864136, 0.9841388463973999, 0.9926304817199707, 0.9972258806228638]"
492,180_1,natural,"[0.26991522312164307, 0.704302191734314, 0.6513704061508179, 0.7645295858383179, 0.874302089214325, 0.894873321056366, 0.8563823103904724, 0.9486030340194702, 0.939842700958252, 0.9788652658462524, 0.9863654375076294, 0.9908216595649719, 0.9930781126022339, 0.9950519800186157, 0.9930611252784729, 0.992999792098999]","[0.10525506734848022, 0.2078058123588562, 0.41153383255004883, 0.5215083360671997, 0.6346963047981262, 0.687066912651062, 0.6734060049057007, 0.7642604112625122, 0.7656804919242859, 0.8459304571151733, 0.8913577795028687, 0.9159791469573975, 0.942987322807312, 0.9645002484321594, 0.978003740310669, 0.992999792098999]"
491,179_5,natural,"[0.23898524045944214, 0.66383957862854, 0.7981857061386108, 0.6016442179679871, 0.7817376255989075, 0.8552412390708923, 0.8890441060066223, 0.9515846967697144, 0.9598574638366699, 0.9714463949203491, 0.969737708568573, 0.9837769269943237, 0.9875295162200928, 0.993549644947052, 0.9953470230102539, 0.9962749481201172]","[0.09030520915985107, 0.15041667222976685, 0.30349498987197876, 0.39546847343444824, 0.6437432169914246, 0.6908138990402222, 0.7506461143493652, 0.8391876220703125, 0.8826886415481567, 0.8700624704360962, 0.8985825777053833, 0.9451195597648621, 0.9606644511222839, 0.9770665168762207, 0.9892714023590088, 0.9962749481201172]"
481,177_7,natural,"[0.1588505506515503, 0.6613779067993164, 0.7755029797554016, 0.8063890933990479, 0.8384023308753967, 0.9137474298477173, 0.943045973777771, 0.9671494960784912, 0.9755733609199524, 0.981364369392395, 0.9835710525512695, 0.9859091639518738, 0.9918826818466187, 0.9939552545547485, 0.9962577819824219, 0.9953261613845825]","[0.026528239250183105, 0.2408350706100464, 0.4541360139846802, 0.5771989822387695, 0.6109015345573425, 0.6995232105255127, 0.7772284150123596, 0.8349934220314026, 0.857293963432312, 0.88661789894104, 0.9100089073181152, 0.9304708242416382, 0.9514442682266235, 0.9701517224311829, 0.9861971139907837, 0.9953261613845825]"
480,177_6,natural,"[0.20089668035507202, 0.6796175837516785, 0.7640928626060486, 0.5804653167724609, 0.8842142820358276, 0.9101006984710693, 0.9243981838226318, 0.9594674110412598, 0.966910719871521, 0.9764773845672607, 0.98292076587677, 0.9891281723976135, 0.9907219409942627, 0.989750862121582, 0.9950096011161804, 0.9956491589546204]","[0.05982208251953125, 0.23865914344787598, 0.3812340497970581, 0.3773677945137024, 0.6230552792549133, 0.6682466864585876, 0.7307151556015015, 0.7726601958274841, 0.8285959959030151, 0.8666517734527588, 0.8894622325897217, 0.9050376415252686, 0.9378007650375366, 0.9643722772598267, 0.9855203628540039, 0.9956491589546204]"
479,177_3,natural,"[0.13624274730682373, 0.6232503652572632, 0.7676870822906494, 0.7544805407524109, 0.8727554082870483, 0.9251372814178467, 0.9645676612854004, 0.963049054145813, 0.9735773801803589, 0.9845704436302185, 0.9918926358222961, 0.9879665970802307, 0.994640052318573, 0.9966325759887695, 0.9975431561470032, 0.9966000318527222]","[0.0672537088394165, 0.23011887073516846, 0.40572410821914673, 0.5742148160934448, 0.7512973546981812, 0.7864949703216553, 0.8401917219161987, 0.8705285787582397, 0.8973328471183777, 0.930078387260437, 0.9464372396469116, 0.9559413194656372, 0.9726622104644775, 0.9841504096984863, 0.9909793138504028, 0.9966000318527222]"
478,177_1,natural,"[0.22903889417648315, 0.7784764766693115, 0.7272627353668213, 0.7191120386123657, 0.8663314580917358, 0.9186870455741882, 0.9141470789909363, 0.9137706160545349, 0.9363164901733398, 0.9705246686935425, 0.979854941368103, 0.9803274273872375, 0.9868990182876587, 0.9906425476074219, 0.9942107796669006, 0.995226263999939]","[0.05817818641662598, 0.14526033401489258, 0.23673003911972046, 0.45422226190567017, 0.6393619775772095, 0.7184584736824036, 0.7715694308280945, 0.7981202602386475, 0.8284895420074463, 0.8870599269866943, 0.9168310165405273, 0.9378098249435425, 0.9547609686851501, 0.9750374555587769, 0.9847553968429565, 0.995226263999939]"
477,177_0,natural,"[0.17452281713485718, 0.664753794670105, 0.7998698949813843, 0.8425219058990479, 0.9094284772872925, 0.913589596748352, 0.9444940090179443, 0.9488862156867981, 0.9561095833778381, 0.9728367924690247, 0.9771935939788818, 0.9789671897888184, 0.9831688404083252, 0.9908066987991333, 0.9921305179595947, 0.9930418133735657]","[0.03725224733352661, 0.2134174108505249, 0.35406339168548584, 0.5255202651023865, 0.643718957901001, 0.7045778632164001, 0.7261319756507874, 0.7743877172470093, 0.795529842376709, 0.8333566188812256, 0.8554858565330505, 0.8957246541976929, 0.9313008785247803, 0.960780680179596, 0.9793832302093506, 0.9930418133735657]"
473,175_8,natural,"[0.1253206729888916, 0.653780460357666, 0.8328889608383179, 0.9360895156860352, 0.9455589652061462, 0.9408292174339294, 0.95513916015625, 0.9649585485458374, 0.9824469089508057, 0.9842333197593689, 0.9894049167633057, 0.992507815361023, 0.9951409101486206, 0.9967761039733887, 0.9977113604545593, 0.9976072907447815]","[0.07964515686035156, 0.42824745178222656, 0.6080271005630493, 0.6470574140548706, 0.7108684778213501, 0.756698727607727, 0.8277396559715271, 0.8576347827911377, 0.8837758898735046, 0.917599618434906, 0.9401910305023193, 0.9540649652481079, 0.9706106185913086, 0.9834643602371216, 0.9920042157173157, 0.9976072907447815]"
472,175_4,natural,"[0.1624552607536316, 0.6284050941467285, 0.8470754623413086, 0.833709180355072, 0.9331487417221069, 0.9342653155326843, 0.9629454612731934, 0.9724723100662231, 0.9793189764022827, 0.9869494438171387, 0.9920991659164429, 0.9949632287025452, 0.9952546954154968, 0.9966496825218201, 0.9965537786483765, 0.9975504279136658]","[0.08895814418792725, 0.3590887784957886, 0.5539169311523438, 0.5925601720809937, 0.7048430442810059, 0.7373037338256836, 0.7681715488433838, 0.7754368782043457, 0.8322238922119141, 0.881926953792572, 0.9183983206748962, 0.9475756883621216, 0.9679917097091675, 0.9806392788887024, 0.9899932146072388, 0.9975504279136658]"
471,175_2,natural,"[0.1433948278427124, 0.6455711722373962, 0.878138542175293, 0.9138810038566589, 0.9204128384590149, 0.9659677743911743, 0.9750790596008301, 0.9662609696388245, 0.9718979597091675, 0.9918690323829651, 0.9925556778907776, 0.9943927526473999, 0.9959313869476318, 0.9968714714050293, 0.9971104860305786, 0.9961494207382202]","[0.018382489681243896, 0.392516553401947, 0.5533851981163025, 0.6214321851730347, 0.6928777694702148, 0.781296968460083, 0.8194745779037476, 0.8577602505683899, 0.878156304359436, 0.9102871417999268, 0.9275344610214233, 0.9462354183197021, 0.9623691439628601, 0.9767494201660156, 0.9878515601158142, 0.9961494207382202]"
470,175_1,natural,"[0.1064748764038086, 0.7435598373413086, 0.8835636973381042, 0.916872501373291, 0.9443521499633789, 0.9473005533218384, 0.9617980122566223, 0.9782272577285767, 0.9843753576278687, 0.9915939569473267, 0.9934819936752319, 0.9951611757278442, 0.9927603602409363, 0.9924439787864685, 0.9942676424980164, 0.9938905239105225]","[0.0551719069480896, 0.5391323566436768, 0.6884641647338867, 0.6709246039390564, 0.7337994575500488, 0.7722893953323364, 0.82448410987854, 0.856745719909668, 0.870417594909668, 0.8934411406517029, 0.9053913354873657, 0.929816484451294, 0.9442888498306274, 0.9651243686676025, 0.9810087084770203, 0.9938905239105225]"
469,175_0,natural,"[0.1821553111076355, 0.7073841094970703, 0.6620498895645142, 0.7378443479537964, 0.9023181796073914, 0.9449549913406372, 0.9504423141479492, 0.9581900238990784, 0.9831815958023071, 0.986103892326355, 0.9906533360481262, 0.992874801158905, 0.9950971603393555, 0.9965466260910034, 0.9973463416099548, 0.9972553849220276]","[0.06871569156646729, 0.29773998260498047, 0.42984360456466675, 0.47144371271133423, 0.6874803304672241, 0.7490063309669495, 0.8122519850730896, 0.8485408425331116, 0.8658117055892944, 0.8821020126342773, 0.9037058353424072, 0.9330323934555054, 0.9601932168006897, 0.9788440465927124, 0.9903613328933716, 0.9972553849220276]"
467,173_3,natural,"[0.2863665819168091, 0.737296462059021, 0.7093694806098938, 0.8889265060424805, 0.93297278881073, 0.9644303321838379, 0.9567779302597046, 0.9352684617042542, 0.9852699637413025, 0.9909052848815918, 0.9948318600654602, 0.9965370893478394, 0.998051643371582, 0.9980558156967163, 0.9982147812843323, 0.9980108141899109]","[0.023210644721984863, 0.28147900104522705, 0.47354328632354736, 0.7182325124740601, 0.7838112711906433, 0.8546254634857178, 0.8707830905914307, 0.861626148223877, 0.927620530128479, 0.946343719959259, 0.9590084552764893, 0.9695497751235962, 0.9790765047073364, 0.9866545796394348, 0.9934000372886658, 0.9980108141899109]"
466,173_2,natural,"[0.22063177824020386, 0.7951095104217529, 0.826414167881012, 0.8166747689247131, 0.8873145580291748, 0.9209303259849548, 0.9251327514648438, 0.9606214761734009, 0.9848952293395996, 0.9858300685882568, 0.9932340979576111, 0.9933136105537415, 0.9955416917800903, 0.9955495595932007, 0.9968140125274658, 0.9968889951705933]","[0.03711575269699097, 0.3892848491668701, 0.4771882891654968, 0.5415787696838379, 0.6284884214401245, 0.7422102689743042, 0.8132266998291016, 0.8655521869659424, 0.9112958908081055, 0.9277939796447754, 0.9406173229217529, 0.954834520816803, 0.9714391231536865, 0.982013463973999, 0.9900532364845276, 0.9968889951705933]"
463,172_8,natural,"[0.12580609321594238, 0.5652894377708435, 0.7069990634918213, 0.8388051390647888, 0.8776942491531372, 0.9252101182937622, 0.9397786855697632, 0.9361052513122559, 0.951893150806427, 0.9732058048248291, 0.9810124635696411, 0.979910135269165, 0.9876005053520203, 0.9923021197319031, 0.9967515468597412, 0.9964619278907776]","[0.05360347032546997, 0.2786816358566284, 0.5080564618110657, 0.6410884857177734, 0.7689447402954102, 0.8045748472213745, 0.8080067038536072, 0.853837788105011, 0.8514734506607056, 0.9026247262954712, 0.9185795187950134, 0.9377290606498718, 0.9627631306648254, 0.979414701461792, 0.9902043342590332, 0.9964619278907776]"
