,id,naturalness,next,final
326,126_8,natural,"[0.22728711366653442, 0.6804696321487427, 0.7469457387924194, 0.8243714570999146, 0.8937420845031738, 0.9128401875495911, 0.9706692099571228, 0.9863671064376831, 0.9917775392532349, 0.9872943162918091]","[0.053338050842285156, 0.27941709756851196, 0.48188352584838867, 0.595667839050293, 0.7500306367874146, 0.8023113012313843, 0.8948230147361755, 0.9372034072875977, 0.9658036231994629, 0.9872943162918091]"
325,126_5,natural,"[0.1883508563041687, 0.6927117109298706, 0.6617146134376526, 0.8892300724983215, 0.9093369245529175, 0.9734466075897217, 0.9721882343292236, 0.9765257835388184, 0.993930459022522, 0.992722749710083]","[0.07221430540084839, 0.39226794242858887, 0.5525272488594055, 0.7416895627975464, 0.8078714609146118, 0.8840320110321045, 0.9371952414512634, 0.9425557851791382, 0.978806734085083, 0.992722749710083]"
324,126_2,natural,"[0.14610689878463745, 0.7176610231399536, 0.7265480756759644, 0.9238276481628418, 0.9431656002998352, 0.9413142204284668, 0.9782388210296631, 0.9875971078872681, 0.9897060394287109, 0.9837380647659302]","[0.08592396974563599, 0.33069950342178345, 0.4773160219192505, 0.7686079144477844, 0.80201256275177, 0.8226461410522461, 0.8838968276977539, 0.9214805364608765, 0.9564900398254395, 0.9837380647659302]"
323,126_0,natural,"[0.2148364782333374, 0.7095135450363159, 0.8888944387435913, 0.9126170873641968, 0.915051281452179, 0.9628573060035706, 0.9672245383262634, 0.9794202446937561, 0.9925380945205688, 0.9894659519195557]","[0.08979469537734985, 0.3946659564971924, 0.6804419755935669, 0.696348249912262, 0.7411035895347595, 0.8638913035392761, 0.895105242729187, 0.9280473589897156, 0.9710588455200195, 0.9894659519195557]"
318,124_7,natural,"[0.13783621788024902, 0.5638015270233154, 0.924601674079895, 0.959891676902771, 0.9842553734779358, 0.9889577627182007, 0.9904422760009766, 0.9919722080230713, 0.9935126900672913, 0.9941579699516296]","[0.08138781785964966, 0.36668652296066284, 0.77919602394104, 0.8322694301605225, 0.8813803195953369, 0.9102479219436646, 0.9346200823783875, 0.9602618217468262, 0.9799332618713379, 0.9941579699516296]"
317,124_5,natural,"[0.13879430294036865, 0.6792075634002686, 0.8945187330245972, 0.9571948647499084, 0.9817385077476501, 0.9853268265724182, 0.9891668558120728, 0.9931690692901611, 0.9918070435523987, 0.993896484375]","[0.08465993404388428, 0.6121703386306763, 0.739205002784729, 0.8382923603057861, 0.8646461963653564, 0.9027500748634338, 0.9352860450744629, 0.9605984091758728, 0.977003812789917, 0.993896484375]"
315,123_7,natural,"[0.19282257556915283, 0.6458331942558289, 0.8375750780105591, 0.9024182558059692, 0.9707173705101013, 0.981988787651062, 0.9888976216316223, 0.9942799210548401, 0.9961742758750916, 0.9954999089241028]","[0.09633630514144897, 0.4192460775375366, 0.6317049860954285, 0.7806984186172485, 0.8911767601966858, 0.9263972043991089, 0.954730749130249, 0.9736740589141846, 0.9862847924232483, 0.9954999089241028]"
314,123_6,natural,"[0.20556408166885376, 0.6667843461036682, 0.7547740936279297, 0.845045804977417, 0.9082625508308411, 0.9847992658615112, 0.9927686452865601, 0.9953774213790894, 0.9958356618881226, 0.9934229254722595]","[0.10923141241073608, 0.30016618967056274, 0.5166616439819336, 0.7388595342636108, 0.8242008686065674, 0.9312316179275513, 0.9572280645370483, 0.9703831076622009, 0.9822220802307129, 0.9934229254722595]"
313,123_5,natural,"[0.20039290189743042, 0.654251217842102, 0.8599551320075989, 0.904105544090271, 0.9690765142440796, 0.9821614623069763, 0.993603527545929, 0.994364857673645, 0.9956994652748108, 0.9946810007095337]","[0.10911351442337036, 0.46541935205459595, 0.7507638335227966, 0.8309414386749268, 0.9109421372413635, 0.9401719570159912, 0.9594274163246155, 0.9730993509292603, 0.9850673675537109, 0.9946810007095337]"
312,123_4,natural,"[0.2342592477798462, 0.6351155042648315, 0.7562980055809021, 0.8955373764038086, 0.9610317945480347, 0.9811980724334717, 0.9844626188278198, 0.9885016679763794, 0.9941225051879883, 0.9949953556060791]","[0.09451484680175781, 0.32438087463378906, 0.6018308401107788, 0.7419537305831909, 0.8840757012367249, 0.9012330174446106, 0.9329524636268616, 0.9688001871109009, 0.9849585890769958, 0.9949953556060791]"
311,122_6,natural,"[0.09065490961074829, 0.7701834440231323, 0.795142412185669, 0.8152018785476685, 0.9281636476516724, 0.9518612623214722, 0.9707821607589722, 0.9797531366348267, 0.9897218942642212, 0.9937418699264526]","[0.09560251235961914, 0.4682287573814392, 0.5877102613449097, 0.666259765625, 0.756232738494873, 0.8364055156707764, 0.9030778408050537, 0.9473874568939209, 0.9774408340454102, 0.9937418699264526]"
351,134_5,natural,"[0.2911500930786133, 0.5590505599975586, 0.5939202308654785, 0.836333155632019, 0.9399147033691406, 0.9609795808792114, 0.9864843487739563, 0.9902163743972778, 0.9935042858123779, 0.9887239336967468]","[0.04101604223251343, 0.11662214994430542, 0.3553687334060669, 0.6475200653076172, 0.8326424360275269, 0.8700606226921082, 0.9271124005317688, 0.9519519805908203, 0.9731173515319824, 0.9887239336967468]"
448,165_8,natural,"[0.16451960802078247, 0.6185973882675171, 0.685337245464325, 0.8527815341949463, 0.9294431805610657, 0.9140928387641907, 0.9695644378662109, 0.9770752191543579, 0.9777309894561768, 0.9868372678756714]","[0.06508427858352661, 0.3087007999420166, 0.48964226245880127, 0.5968915820121765, 0.6498568058013916, 0.7139935493469238, 0.8348555564880371, 0.8918288946151733, 0.947350263595581, 0.9868372678756714]"
449,166_4,natural,"[0.16441726684570312, 0.639840841293335, 0.8431419134140015, 0.923261284828186, 0.9242782592773438, 0.9313671588897705, 0.986091136932373, 0.9922772645950317, 0.995898962020874, 0.9967775940895081]","[0.07829135656356812, 0.4316974878311157, 0.611110508441925, 0.749738872051239, 0.823967695236206, 0.9158251285552979, 0.9753590822219849, 0.9823099970817566, 0.9902696013450623, 0.9967775940895081]"
450,167_0,natural,"[0.2354590892791748, 0.5345449447631836, 0.8069525957107544, 0.8960861563682556, 0.9554746747016907, 0.9705380201339722, 0.9772197008132935, 0.9856525659561157, 0.9931535720825195, 0.9885129332542419]","[0.035176992416381836, 0.3459010124206543, 0.6356042623519897, 0.7472975850105286, 0.8120872974395752, 0.8703356981277466, 0.9146640300750732, 0.948637843132019, 0.9714407920837402, 0.9885129332542419]"
616,226_0,natural,"[0.23578202724456787, 0.8141692876815796, 0.9226734638214111, 0.8568820953369141, 0.9002277851104736, 0.8821771740913391, 0.9160317778587341, 0.9673138856887817, 0.9801037311553955, 0.9823279976844788]","[0.16114461421966553, 0.3321124315261841, 0.41131114959716797, 0.4434547424316406, 0.5927608013153076, 0.6760526895523071, 0.7523187398910522, 0.8826829195022583, 0.9427474737167358, 0.9823279976844788]"
615,225_7,natural,"[0.17336809635162354, 0.7349609136581421, 0.9405989050865173, 0.936092734336853, 0.9694302082061768, 0.9753225445747375, 0.9768447875976562, 0.9819267988204956, 0.9898154735565186, 0.9893724322319031]","[0.11585444211959839, 0.523516058921814, 0.6480466723442078, 0.6997351050376892, 0.7813366055488586, 0.8333979845046997, 0.8825420141220093, 0.9370638728141785, 0.9688002467155457, 0.9893724322319031]"
607,223_7,natural,"[0.11134183406829834, 0.6284505128860474, 0.8007918000221252, 0.8758664131164551, 0.962348461151123, 0.974850058555603, 0.9902113676071167, 0.9931484460830688, 0.9954606890678406, 0.9935108423233032]","[0.09020888805389404, 0.46405160427093506, 0.697639524936676, 0.7986222505569458, 0.9075708389282227, 0.9426383376121521, 0.9559778571128845, 0.9644814729690552, 0.9827739596366882, 0.9935108423233032]"
606,223_6,natural,"[0.09337329864501953, 0.7154629826545715, 0.757004976272583, 0.9039177894592285, 0.9444735050201416, 0.9824607372283936, 0.9906405806541443, 0.9929248094558716, 0.9949259161949158, 0.9940769672393799]","[0.050998032093048096, 0.47736090421676636, 0.6510497331619263, 0.8185053467750549, 0.8671493530273438, 0.9227613210678101, 0.9467503428459167, 0.9659634828567505, 0.9832080602645874, 0.9940769672393799]"
605,223_1,natural,"[0.1756671667098999, 0.6514564752578735, 0.6791621446609497, 0.862156867980957, 0.902253270149231, 0.974062442779541, 0.9891948699951172, 0.9935114979743958, 0.99543696641922, 0.9887316226959229]","[0.08828520774841309, 0.36192095279693604, 0.5460894703865051, 0.7541365623474121, 0.8174520134925842, 0.9300615787506104, 0.9516997337341309, 0.9649646878242493, 0.9773839116096497, 0.9887316226959229]"
604,223_0,natural,"[0.15466046333312988, 0.5583742260932922, 0.8301950693130493, 0.9215742349624634, 0.9652283787727356, 0.978264570236206, 0.9927092790603638, 0.9966493844985962, 0.9976524114608765, 0.9968787431716919]","[0.08121359348297119, 0.34147655963897705, 0.7272783517837524, 0.8440902829170227, 0.9165399074554443, 0.9478452205657959, 0.9722219705581665, 0.9834754467010498, 0.9910658001899719, 0.9968787431716919]"
603,222_8,natural,"[0.20054155588150024, 0.7596343159675598, 0.8917434215545654, 0.9549614191055298, 0.9769188165664673, 0.986504852771759, 0.9931355118751526, 0.9956472516059875, 0.997799813747406, 0.9963951706886292]","[0.08078032732009888, 0.6438031196594238, 0.8144850134849548, 0.8953107595443726, 0.9451702833175659, 0.9623534679412842, 0.9717572927474976, 0.983235239982605, 0.9916729927062988, 0.9963951706886292]"
602,222_6,natural,"[0.16926085948944092, 0.7245914936065674, 0.825405478477478, 0.9464112520217896, 0.9425655603408813, 0.9741388559341431, 0.9824441075325012, 0.9923573732376099, 0.992834746837616, 0.9943031668663025]","[0.13792920112609863, 0.47866153717041016, 0.6141009330749512, 0.8025928735733032, 0.831836462020874, 0.8872249126434326, 0.9257852435112, 0.9629031419754028, 0.9819067716598511, 0.9943031668663025]"
601,221_8,natural,"[0.1461857557296753, 0.5507115125656128, 0.8022916316986084, 0.9275128245353699, 0.9726436138153076, 0.981735110282898, 0.9870925545692444, 0.9920452237129211, 0.9928417205810547, 0.9903578758239746]","[0.05337882041931152, 0.24117177724838257, 0.6512105464935303, 0.8046586513519287, 0.8722823858261108, 0.9127396941184998, 0.922653079032898, 0.9519883394241333, 0.9725335836410522, 0.9903578758239746]"
600,221_7,natural,"[0.143884539604187, 0.6300050020217896, 0.8234899044036865, 0.8806585073471069, 0.9550198912620544, 0.9781424403190613, 0.9895350933074951, 0.9947323799133301, 0.9948402047157288, 0.9903998374938965]","[0.05045419931411743, 0.4716426730155945, 0.739017903804779, 0.8054405450820923, 0.8901500701904297, 0.9229297637939453, 0.9528440237045288, 0.9676485657691956, 0.9781255722045898, 0.9903998374938965]"
599,221_6,natural,"[0.16046667098999023, 0.5430120229721069, 0.8695753812789917, 0.9413464665412903, 0.9686316251754761, 0.9798024296760559, 0.9815036058425903, 0.9883053302764893, 0.9910625219345093, 0.9910358190536499]","[0.06652826070785522, 0.3848470449447632, 0.6891945004463196, 0.810917317867279, 0.8566762208938599, 0.8948772549629211, 0.9265766143798828, 0.9539870619773865, 0.9727828502655029, 0.9910358190536499]"
598,221_5,natural,"[0.1574535369873047, 0.5549070239067078, 0.7966427803039551, 0.8756166696548462, 0.9385533928871155, 0.9802477359771729, 0.9843599796295166, 0.9898650646209717, 0.9935581684112549, 0.9893302917480469]","[0.0746048092842102, 0.37574660778045654, 0.6107810139656067, 0.7429155111312866, 0.801226019859314, 0.8758959770202637, 0.9130817651748657, 0.94871985912323, 0.9742610454559326, 0.9893302917480469]"
597,221_4,natural,"[0.0977129340171814, 0.540241003036499, 0.7598729729652405, 0.9518905878067017, 0.9500792026519775, 0.9758260846138, 0.9870643019676208, 0.9914888739585876, 0.9946684837341309, 0.9905908107757568]","[0.05208998918533325, 0.36914098262786865, 0.6050025224685669, 0.8162282705307007, 0.8386569619178772, 0.9072524905204773, 0.9345998764038086, 0.954094409942627, 0.9755542278289795, 0.9905908107757568]"
617,226_1,natural,"[0.2363681197166443, 0.8157631158828735, 0.8372993469238281, 0.8495739698410034, 0.9278311133384705, 0.9448460936546326, 0.9677634239196777, 0.9800994992256165, 0.9830012917518616, 0.9762165546417236]","[0.09819686412811279, 0.3114144206047058, 0.4312065839767456, 0.5526638031005859, 0.684985339641571, 0.7428246736526489, 0.8313040137290955, 0.899691641330719, 0.9456080794334412, 0.9762165546417236]"
596,221_2,natural,"[0.200309157371521, 0.4644812345504761, 0.7742265462875366, 0.9393465518951416, 0.9661145210266113, 0.9676553010940552, 0.981812596321106, 0.9916476607322693, 0.9920015335083008, 0.9875866174697876]","[0.08396494388580322, 0.35015344619750977, 0.6782037615776062, 0.8007659912109375, 0.8220301866531372, 0.8520983457565308, 0.9009755849838257, 0.9435153603553772, 0.9676861763000488, 0.9875866174697876]"
594,220_5,natural,"[0.22537535429000854, 0.6461756229400635, 0.8081541657447815, 0.8271350860595703, 0.8995859622955322, 0.9552738070487976, 0.9768889546394348, 0.9891479015350342, 0.9896637201309204, 0.9941866397857666]","[0.1268174648284912, 0.34689414501190186, 0.46163028478622437, 0.6383450031280518, 0.7714657783508301, 0.8669479489326477, 0.922046422958374, 0.9583811163902283, 0.9758210778236389, 0.9941866397857666]"
591,219_7,natural,"[0.17408007383346558, 0.5186418294906616, 0.8780815601348877, 0.8465616106987, 0.8733478784561157, 0.9528831243515015, 0.959303081035614, 0.9783232808113098, 0.9903937578201294, 0.9885408878326416]","[0.08536744117736816, 0.20123440027236938, 0.5208455920219421, 0.6528414487838745, 0.7336289882659912, 0.8506096005439758, 0.8810601234436035, 0.9268060922622681, 0.9658279418945312, 0.9885408878326416]"
590,219_4,natural,"[0.21932029724121094, 0.6453559994697571, 0.6941468715667725, 0.7783868312835693, 0.9192273616790771, 0.9488555192947388, 0.9707829356193542, 0.9772027134895325, 0.985573947429657, 0.9854992628097534]","[0.11856389045715332, 0.20738255977630615, 0.4620155096054077, 0.6587198972702026, 0.7777707576751709, 0.8074396252632141, 0.872660756111145, 0.9112067222595215, 0.9554710984230042, 0.9854992628097534]"
589,218_8,natural,"[0.1469593048095703, 0.5786780714988708, 0.8212308287620544, 0.9025415182113647, 0.9610157608985901, 0.9845273494720459, 0.9889839887619019, 0.9910170435905457, 0.9880890250205994, 0.9898215532302856]","[0.13223230838775635, 0.45880812406539917, 0.6717935800552368, 0.7579100131988525, 0.8424582481384277, 0.8871354460716248, 0.9127095937728882, 0.9393211603164673, 0.9638609886169434, 0.9898215532302856]"
588,218_7,natural,"[0.18022745847702026, 0.5540646314620972, 0.8404994010925293, 0.9452800750732422, 0.979791522026062, 0.9865878820419312, 0.987531304359436, 0.9911583662033081, 0.990867018699646, 0.9859413504600525]","[0.020310819149017334, 0.39896130561828613, 0.721427321434021, 0.7990460395812988, 0.8414698839187622, 0.8760337829589844, 0.8958971500396729, 0.9335557222366333, 0.9613139033317566, 0.9859413504600525]"
587,218_6,natural,"[0.13870859146118164, 0.6529797911643982, 0.8842626810073853, 0.9508035182952881, 0.9811217784881592, 0.9860931634902954, 0.9937812089920044, 0.9957206845283508, 0.9930444955825806, 0.9868983626365662]","[0.04553067684173584, 0.5188417434692383, 0.7377099394798279, 0.8129433989524841, 0.8818740844726562, 0.9151734709739685, 0.9430277347564697, 0.9558181762695312, 0.9689695239067078, 0.9868983626365662]"
586,217_2,natural,"[0.1760205626487732, 0.5898113250732422, 0.9419366717338562, 0.9654935598373413, 0.9879547357559204, 0.9895913004875183, 0.9925040602684021, 0.997075617313385, 0.9965499043464661, 0.9920864701271057]","[0.06287479400634766, 0.5012550354003906, 0.882952094078064, 0.9310120344161987, 0.946825385093689, 0.954241156578064, 0.9674197435379028, 0.9758040904998779, 0.983911395072937, 0.9920864701271057]"
584,215_8,natural,"[0.14816975593566895, 0.600934624671936, 0.8358083963394165, 0.9206411838531494, 0.953179121017456, 0.9600728750228882, 0.981865406036377, 0.9906647205352783, 0.991068959236145, 0.9914191961288452]","[0.014713883399963379, 0.42536723613739014, 0.6897960901260376, 0.7804474830627441, 0.8674628734588623, 0.904330313205719, 0.9240517020225525, 0.9507590532302856, 0.9735153913497925, 0.9914191961288452]"
583,215_7,natural,"[0.1605919599533081, 0.7607397437095642, 0.7142173051834106, 0.811920166015625, 0.8328303694725037, 0.9439356923103333, 0.9708486795425415, 0.9810143113136292, 0.9894098043441772, 0.9863609075546265]","[0.03661376237869263, 0.38528013229370117, 0.5438894033432007, 0.6224406957626343, 0.680597186088562, 0.8719130754470825, 0.9054673910140991, 0.9414141178131104, 0.9659686088562012, 0.9863609075546265]"
582,215_4,natural,"[0.14594411849975586, 0.6391831636428833, 0.7944830060005188, 0.9180019497871399, 0.9432308077812195, 0.9510433673858643, 0.9651226997375488, 0.9858959913253784, 0.9901928901672363, 0.9873541593551636]","[0.04682576656341553, 0.38769543170928955, 0.6108341217041016, 0.7619279623031616, 0.7946904897689819, 0.8241372108459473, 0.8826258182525635, 0.9341918230056763, 0.9650128483772278, 0.9873541593551636]"
581,215_2,natural,"[0.1752380132675171, 0.621345043182373, 0.8150139451026917, 0.8585290312767029, 0.9650677442550659, 0.9663257598876953, 0.9786286354064941, 0.9880914092063904, 0.9914020299911499, 0.9934958219528198]","[0.038804590702056885, 0.39272254705429077, 0.6469034552574158, 0.6952493190765381, 0.8002431392669678, 0.851302444934845, 0.9081821441650391, 0.9468545913696289, 0.9761376976966858, 0.9934958219528198]"
580,215_1,natural,"[0.18476635217666626, 0.5705918073654175, 0.7395689487457275, 0.8665215969085693, 0.9386625289916992, 0.9607545137405396, 0.978860080242157, 0.9875107407569885, 0.991273045539856, 0.9870066046714783]","[0.07617634534835815, 0.34610849618911743, 0.5166192054748535, 0.7286008596420288, 0.7959992289543152, 0.8751894235610962, 0.916130542755127, 0.9453215599060059, 0.967254102230072, 0.9870066046714783]"
579,214_6,natural,"[0.18590962886810303, 0.5372244119644165, 0.7782251834869385, 0.8870805501937866, 0.9491339325904846, 0.9600203633308411, 0.9722023010253906, 0.9832402467727661, 0.990249514579773, 0.9908387064933777]","[0.08176720142364502, 0.32662224769592285, 0.6259056329727173, 0.7413493394851685, 0.8336900472640991, 0.8827606439590454, 0.923072099685669, 0.9512833952903748, 0.974365770816803, 0.9908387064933777]"
595,220_8,natural,"[0.24475669860839844, 0.6257072687149048, 0.7505327463150024, 0.7991318702697754, 0.9382537603378296, 0.9659038782119751, 0.9822748899459839, 0.9868944883346558, 0.9929971694946289, 0.9865363836288452]","[0.23965299129486084, 0.3603034019470215, 0.5142170190811157, 0.6738097667694092, 0.8292117118835449, 0.8829760551452637, 0.9192423820495605, 0.9515494108200073, 0.9742246866226196, 0.9865363836288452]"
618,227_4,natural,"[0.2533226013183594, 0.5031293034553528, 0.8603444695472717, 0.9037245512008667, 0.9481378197669983, 0.9838060736656189, 0.9850804805755615, 0.9935842752456665, 0.9949101209640503, 0.9943102598190308]","[0.05910825729370117, 0.2627081871032715, 0.6743029356002808, 0.7950754165649414, 0.888559103012085, 0.9274607300758362, 0.9521281719207764, 0.9729697108268738, 0.9855064749717712, 0.9943102598190308]"
620,228_1,natural,"[0.16584718227386475, 0.6279184222221375, 0.8342494964599609, 0.8346613645553589, 0.8999330997467041, 0.9368968605995178, 0.9675902128219604, 0.9757483601570129, 0.9849677681922913, 0.9879539012908936]","[0.05660867691040039, 0.3407819867134094, 0.6081677675247192, 0.6653001308441162, 0.7379446029663086, 0.8214010000228882, 0.8951008319854736, 0.9325979948043823, 0.9669541716575623, 0.9879539012908936]"
623,229_0,natural,"[0.20384597778320312, 0.7196177244186401, 0.6664632558822632, 0.8408774733543396, 0.8380792140960693, 0.9182592630386353, 0.9512415528297424, 0.9734370112419128, 0.9836552143096924, 0.9842034578323364]","[0.08921623229980469, 0.2204815149307251, 0.39046740531921387, 0.5463221669197083, 0.6129011511802673, 0.7540764212608337, 0.8359391093254089, 0.9034550189971924, 0.9488834738731384, 0.9842034578323364]"
677,249_3,natural,"[0.27107179164886475, 0.40887999534606934, 0.7807560563087463, 0.8622987270355225, 0.8734683990478516, 0.940170407295227, 0.9471266269683838, 0.9720853567123413, 0.9842472076416016, 0.9887267351150513]","[0.08491051197052002, 0.04811316728591919, 0.4916332960128784, 0.621181309223175, 0.7032473087310791, 0.7675830125808716, 0.8488340377807617, 0.913751482963562, 0.9622185230255127, 0.9887267351150513]"
676,249_2,natural,"[0.14940965175628662, 0.7581146359443665, 0.8374943733215332, 0.9029368162155151, 0.9333364963531494, 0.9777582883834839, 0.9796644449234009, 0.9895609617233276, 0.994318962097168, 0.9941668510437012]","[0.1063845157623291, 0.5421887040138245, 0.6773591041564941, 0.7426861524581909, 0.8383651971817017, 0.9083013534545898, 0.9403101205825806, 0.9722127914428711, 0.9850298166275024, 0.9941668510437012]"
671,247_2,natural,"[0.1256161332130432, 0.6654054522514343, 0.8709149360656738, 0.9278103113174438, 0.9835577011108398, 0.9854553937911987, 0.9945086240768433, 0.9960631132125854, 0.9973304867744446, 0.9955679178237915]","[0.03164631128311157, 0.5120278000831604, 0.7493205666542053, 0.8537877798080444, 0.9361656904220581, 0.9539845585823059, 0.9692080616950989, 0.9820192456245422, 0.988803505897522, 0.9955679178237915]"
670,247_1,natural,"[0.09003865718841553, 0.8705683946609497, 0.9279167652130127, 0.9472669363021851, 0.9698514938354492, 0.9865608215332031, 0.9932629466056824, 0.9951605796813965, 0.998241662979126, 0.9974669814109802]","[0.013989567756652832, 0.7380585670471191, 0.815809428691864, 0.9020240306854248, 0.9403115510940552, 0.9619814157485962, 0.9793974757194519, 0.9868410229682922, 0.9938521385192871, 0.9974669814109802]"
669,247_0,natural,"[0.14232009649276733, 0.709733247756958, 0.9186213612556458, 0.9479072690010071, 0.9858853816986084, 0.9907676577568054, 0.9957951307296753, 0.9967087507247925, 0.99681156873703, 0.9952499866485596]","[0.006092250347137451, 0.5924216508865356, 0.847449004650116, 0.881676197052002, 0.9421247839927673, 0.9618708491325378, 0.9726742506027222, 0.977971613407135, 0.987207293510437, 0.9952499866485596]"
667,246_8,natural,"[0.20062023401260376, 0.5332217216491699, 0.6888886094093323, 0.9309414625167847, 0.9702560901641846, 0.9858760237693787, 0.9891411066055298, 0.9896417856216431, 0.9954262375831604, 0.9925824999809265]","[0.04565250873565674, 0.29582589864730835, 0.5620973110198975, 0.8603122234344482, 0.8847029209136963, 0.9168760180473328, 0.9297977089881897, 0.9586422443389893, 0.9812376499176025, 0.9925824999809265]"
666,246_2,natural,"[0.2167757749557495, 0.36444568634033203, 0.8261625170707703, 0.8743549585342407, 0.8917863965034485, 0.9706592559814453, 0.9832866191864014, 0.9894136190414429, 0.9956043362617493, 0.9917393922805786]","[0.016236603260040283, 0.22418594360351562, 0.7161478996276855, 0.8199476003646851, 0.8619440197944641, 0.9448540210723877, 0.9570311903953552, 0.9787240624427795, 0.9837531447410583, 0.9917393922805786]"
661,244_8,natural,"[0.18266218900680542, 0.6345213651657104, 0.8070017099380493, 0.9378011226654053, 0.9453697204589844, 0.9653095006942749, 0.9807703495025635, 0.9910354614257812, 0.992029070854187, 0.991390585899353]","[0.10687863826751709, 0.43980562686920166, 0.6882692575454712, 0.7446591854095459, 0.8151360750198364, 0.8764289021492004, 0.9224258661270142, 0.9575574994087219, 0.975223183631897, 0.991390585899353]"
660,243_6,natural,"[0.15337181091308594, 0.6707155704498291, 0.881257176399231, 0.9165765643119812, 0.9364352226257324, 0.958997368812561, 0.9697959423065186, 0.977447509765625, 0.9871100783348083, 0.9883787631988525]","[0.09290063381195068, 0.4296410083770752, 0.7421510219573975, 0.8100559115409851, 0.8778073787689209, 0.9041585326194763, 0.9107614755630493, 0.9388348460197449, 0.967937707901001, 0.9883787631988525]"
659,243_2,natural,"[0.21223032474517822, 0.5843608379364014, 0.825860321521759, 0.8541022539138794, 0.9319571852684021, 0.9838351011276245, 0.9927486181259155, 0.997360348701477, 0.9974747896194458, 0.9965376257896423]","[0.06531494855880737, 0.3856707811355591, 0.631321132183075, 0.7385634183883667, 0.9126539826393127, 0.9727762937545776, 0.9804538488388062, 0.9885950684547424, 0.9917439222335815, 0.9965376257896423]"
654,241_2,natural,"[0.28231459856033325, 0.489332914352417, 0.8495432734489441, 0.9017871618270874, 0.9600611925125122, 0.9668153524398804, 0.9791462421417236, 0.9841038584709167, 0.9871464967727661, 0.9848260283470154]","[0.1614874005317688, 0.3915552496910095, 0.648472785949707, 0.7743585705757141, 0.8051769733428955, 0.8467748761177063, 0.8773530125617981, 0.9118895530700684, 0.9542437791824341, 0.9848260283470154]"
653,241_1,natural,"[0.16272014379501343, 0.706192672252655, 0.8019523024559021, 0.8560037612915039, 0.9364810585975647, 0.9712314605712891, 0.9901874661445618, 0.9933314323425293, 0.9932228326797485, 0.9868733882904053]","[0.10316067934036255, 0.47006773948669434, 0.5967404246330261, 0.7291704416275024, 0.8221017122268677, 0.8775683045387268, 0.9214608669281006, 0.9458197951316833, 0.9687073230743408, 0.9868733882904053]"
652,241_0,natural,"[0.18845796585083008, 0.7102565765380859, 0.6733202934265137, 0.8644475936889648, 0.9462742209434509, 0.9657478332519531, 0.9901248216629028, 0.9821767807006836, 0.9850138425827026, 0.9571782350540161]","[0.10353052616119385, 0.37617361545562744, 0.5124520063400269, 0.6812195181846619, 0.7744628190994263, 0.8208375573158264, 0.8661959171295166, 0.8865371942520142, 0.9174941778182983, 0.9571782350540161]"
648,240_3,natural,"[0.12826496362686157, 0.5690693259239197, 0.7051219940185547, 0.8971856832504272, 0.9364855289459229, 0.9779363870620728, 0.9832106828689575, 0.9914260506629944, 0.9942792654037476, 0.9908857345581055]","[0.08204138278961182, 0.3590492010116577, 0.6217373013496399, 0.7535754442214966, 0.813305139541626, 0.8741698861122131, 0.9228106141090393, 0.9569271802902222, 0.9771320223808289, 0.9908857345581055]"
647,239_7,natural,"[0.2717245817184448, 0.7823216915130615, 0.7713050842285156, 0.7942301034927368, 0.9044209718704224, 0.9292699098587036, 0.9625004529953003, 0.9661359786987305, 0.9814539551734924, 0.9820681810379028]","[0.14559030532836914, 0.35360991954803467, 0.48499971628189087, 0.597796618938446, 0.6755130290985107, 0.7404645681381226, 0.8279012441635132, 0.8882458806037903, 0.9506437182426453, 0.9820681810379028]"
646,239_2,natural,"[0.15978294610977173, 0.7851629257202148, 0.8007999658584595, 0.8317446708679199, 0.872187614440918, 0.910262942314148, 0.9443817138671875, 0.9665203094482422, 0.9799495935440063, 0.9829808473587036]","[0.12849313020706177, 0.3203197717666626, 0.4460331201553345, 0.5635614991188049, 0.7234034538269043, 0.8043127655982971, 0.8569121956825256, 0.9130792617797852, 0.9592581391334534, 0.9829808473587036]"
644,238_0,natural,"[0.1584133505821228, 0.5401672124862671, 0.4818720817565918, 0.8664392828941345, 0.9019598960876465, 0.9455016851425171, 0.973550021648407, 0.9855899214744568, 0.9882677793502808, 0.9915087223052979]","[0.08410263061523438, 0.17101937532424927, 0.4217774271965027, 0.6935635209083557, 0.8001697063446045, 0.8522917032241821, 0.8957042694091797, 0.938217282295227, 0.9704481959342957, 0.9915087223052979]"
641,237_3,natural,"[0.21322262287139893, 0.7010291814804077, 0.746374249458313, 0.8438141942024231, 0.9516690373420715, 0.966835618019104, 0.9760951995849609, 0.9812852740287781, 0.9922922849655151, 0.9940668344497681]","[0.09367680549621582, 0.3731756806373596, 0.5210962295532227, 0.7046761512756348, 0.8290890455245972, 0.8583219051361084, 0.913918137550354, 0.9450131058692932, 0.9781522750854492, 0.9940668344497681]"
640,237_1,natural,"[0.22716480493545532, 0.6512482166290283, 0.7990572452545166, 0.8594167232513428, 0.8935680985450745, 0.9530051946640015, 0.9746012091636658, 0.9862060546875, 0.9914909601211548, 0.9866870641708374]","[0.08211052417755127, 0.3687226176261902, 0.5863620042800903, 0.6120501756668091, 0.7278422117233276, 0.847386360168457, 0.8993030786514282, 0.934676468372345, 0.9676687717437744, 0.9866870641708374]"
